common name,conservation status,kingdom,phylum,klass,order,family,genus,species,subspecies,official name,wiki filename,old filename,new filename,countries,colours,activities,endemic,wiki
Swinhoe's storm petrel,Near Threatened,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Oceanodroma monorhis,,Oceanodroma monorhis,oceanodroma_monorhis.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/65/OceanodromaMonorhisSmit.jpg/220px-OceanodromaMonorhisSmit.jpg,images/oceanodroma_monorhis,japan,,nocturnal,false,Swinhoe%27s_Storm_Petrel
Taiga flycatcher,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicilla,,Ficedula albicilla,ficedula_albicilla.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Ficedula_parva.jpg/220px-Ficedula_parva.jpg,images/ficedula_albicilla,japan,,,false,Taiga_Flycatcher
Tanezumi rat,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus tanezumi,,Rattus tanezumi,rattus_tanezumi.html,,images/rattus_tanezumi,guinea|japan,,,false,Tanezumi_Rat
Temminck's stint,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris temminckii,,Calidris temminckii,calidris_temminckii.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Temmincks_Stint.jpg/220px-Temmincks_Stint.jpg,images/calidris_temminckii,cameroon|western sahara,,,false,Temminck%27s_Stint
Boreal owl,Least Concern,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,Aegolius funereus,,Aegolius funereus,aegolius_funereus.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Aegolius-funereus-001.jpg/220px-Aegolius-funereus-001.jpg,images/aegolius_funereus,,,nocturnal,false,Tengmalm%27s_Owl
Terek sandpiper,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Xenus,Xenus cinereus,,Xenus cinereus,xenus_cinereus.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Xenus_cinereus_%28Alnus%29.jpg/240px-Xenus_cinereus_%28Alnus%29.jpg,images/xenus_cinereus,kenya|japan,,,false,Terek_Sandpiper
Grouse,,Animalia,Chordata,Aves,Galliformes,Phasianidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/SageGrouse21.jpg/200px-SageGrouse21.jpg,images/,guinea,,,false,Tetraonidae
Thayer's gull,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus thayeri,,Larus thayeri,larus_thayeri.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/THGUc.jpg/256px-THGUc.jpg,images/larus_thayeri,japan,,,false,Thayer%27s_Gull
Thick-billed warbler,Least Concern,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,Iduna aedon,,Iduna aedon,iduna_aedon.html,,images/iduna_aedon,,,,false,Thick-billed_Warbler
Threskiornithidae,,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Royal_Spoonbill444.jpg/250px-Royal_Spoonbill444.jpg,images/,madagascar,,diurnal,false,Threskiornithidae
Tiger shrike,Least Concern,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius tigrinus,,Lanius tigrinus,lanius_tigrinus.html,//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Tiger_shrike_%28Lanius_tigrinus%29%2C_Hindhede_Nature_Park%2C_Singapore_-_20060921.jpg/250px-Tiger_shrike_%28Lanius_tigrinus%29%2C_Hindhede_Nature_Park%2C_Singapore_-_20060921.jpg,images/lanius_tigrinus,japan,,,false,Tiger_Shrike
Sado mole,Near Threatened,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Mogera,Mogera tokudae,,Mogera tokudae,mogera_tokudae.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Mogera_tokudae_-_National_Museum_of_Nature_and_Science%2C_Tokyo_-_DSC06743.JPG/220px-Mogera_tokudae_-_National_Museum_of_Nature_and_Science%2C_Tokyo_-_DSC06743.JPG,images/mogera_tokudae,kenya|cameroon|congo|japan,,,true,Tokuda%27s_Mole
Tree pipit,Least Concern,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus trivialis,,Anthus trivialis,anthus_trivialis.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Anthus_triviallis_%28Marek_Szczepanek%29.jpg/220px-Anthus_triviallis_%28Marek_Szczepanek%29.jpg,images/anthus_trivialis,cameroon|western sahara,,,false,Tree_Pipit
Eurasian tree sparrow,Least Concern,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus,,Passer montanus,passer_montanus.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Tree_Sparrow_Japan_Flip.jpg/220px-Tree_Sparrow_Japan_Flip.jpg,images/passer_montanus,kenya|sudan|gambia|egypt|tunisia|algeria|central african republic|japan,,,false,Tree_Sparrow
Tristram's bunting,Least Concern,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza tristrami,,Emberiza tristrami,emberiza_tristrami.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Tristram%27s_Bunting_9849.jpg/220px-Tristram%27s_Bunting_9849.jpg,images/emberiza_tristrami,japan,,,false,Tristram%27s_Bunting
True's shrew mole,Least Concern,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Dymecodon,Dymecodon pilirostris,,Dymecodon pilirostris,dymecodon_pilirostris.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Dymecodon_pilirostris_-_National_Museum_of_Nature_and_Science%2C_Tokyo_-_DSC06749.JPG/220px-Dymecodon_pilirostris_-_National_Museum_of_Nature_and_Science%2C_Tokyo_-_DSC06749.JPG,images/dymecodon_pilirostris,kenya|cameroon|congo|japan,,,true,True%27s_Shrew_Mole
Tufted duck,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya fuligula,,Aythya fuligula,aythya_fuligula.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Tufted-Duck-male-female.jpg/240px-Tufted-Duck-male-female.jpg,images/aythya_fuligula,western sahara,,,false,Tufted_Duck
Tufted puffin,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula cirrhata,,Fratercula cirrhata,fratercula_cirrhata.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Tufted_Puffin_Alaska_%28cropped%29.jpg/250px-Tufted_Puffin_Alaska_%28cropped%29.jpg,images/fratercula_cirrhata,japan,,,false,Tufted_Puffin
Tundra swan,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus columbianus,,Cygnus columbianus,cygnus_columbianus.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Cygnus_bewickii_01.jpg/240px-Cygnus_bewickii_01.jpg,images/cygnus_columbianus,libya|algeria|japan,,,false,Tundra_Swan
Buttonquail,,Animalia,Chordata,Aves,Charadriiformes,Turnicidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Black-breasted_Button-quail_male_inskip.JPG/250px-Black-breasted_Button-quail_male_inskip.JPG,images/,,,,false,Turnicidae
Turnstone,,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Arenaria_interpres.jpg/220px-Arenaria_interpres.jpg,images/,south africa,,,false,Turnstone
Barn-owl,,Animalia,Chordata,Aves,Strigiformes,Tytonidae,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Masked_owl_mask4441.jpg/220px-Masked_owl_mask4441.jpg,images/,congo,,nocturnal,false,Tytonidae
Upland buzzard,Least Concern,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Buteo,Buteo hemilasius,,Buteo hemilasius,buteo_hemilasius.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Buteo_hemilasius_-Mongolia-8.jpg/220px-Buteo_hemilasius_-Mongolia-8.jpg,images/buteo_hemilasius,guinea|madagascar|japan,,,false,Upland_Buzzard
Ural owl,Least Concern,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix uralensis,,Strix uralensis,strix_uralensis.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Strix_uralensis.jpg/220px-Strix_uralensis.jpg,images/strix_uralensis,japan,,nocturnal,false,Ural_Owl
Varied tit,Least Concern,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus varius,,Parus varius,parus_varius.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Poecile_varius_on_plate.JPG/250px-Poecile_varius_on_plate.JPG,images/parus_varius,japan,,,false,Varied_Tit
Velvet scoter,Endangered,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,Melanitta fusca,,Melanitta fusca,melanitta_fusca.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Velvet_Scoter_from_the_Crossley_ID_Guide_Britain_and_Ireland.jpg/220px-Velvet_Scoter_from_the_Crossley_ID_Guide_Britain_and_Ireland.jpg,images/melanitta_fusca,,,,false,Velvet_Scoter
Vinous-throated parrotbill,Least Concern,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sinosuthora,Sinosuthora webbiana,,Sinosuthora webbiana,sinosuthora_webbiana.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Parrotbill_0780.jpg/220px-Parrotbill_0780.jpg,images/sinosuthora_webbiana,japan,,,false,Vinous-throated_Parrotbill
Japanese red-backed vole,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Myodes andersoni,,Myodes andersoni,myodes_andersoni.html,,images/myodes_andersoni,japan,,,false,Wakayama_Red-backed_Vole
Walrus,Data Deficient,,,,,,,,,,.html,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Noaa-walrus22.jpg/220px-Noaa-walrus22.jpg,images/,japan,,,false,Walrus
Wandering albatross,Vulnerable,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea exulans,,Diomedea exulans,diomedea_exulans.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Diomedea_exulans_-_SE_Tasmania.jpg/220px-Diomedea_exulans_-_SE_Tasmania.jpg,images/diomedea_exulans,south africa,,,false,Wandering_Albatross
Wandering tattler,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa incana,,Tringa incana,tringa_incana.html,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Wandering_Tattler.jpg/220px-Wandering_Tattler.jpg,images/tringa_incana,,,,false,Wandering_Tattler
Water pipit,Least Concern,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus spinoletta,,Anthus spinoletta,anthus_spinoletta.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Anthus_spinoletta.jpg/220px-Anthus_spinoletta.jpg,images/anthus_spinoletta,,,,false,Water_Pipit
Water rail,Least Concern,Animalia,,Aves,Gruiformes,Rallidae,Rallus,Rallus aquaticus,,Rallus aquaticus,rallus_aquaticus.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ralaqu.jpg/220px-Ralaqu.jpg,images/rallus_aquaticus,morocco|mauritania|japan,,nocturnal,true,Water_Rail
Watercock,Least Concern,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallicrex,Gallicrex cinerea,,Gallicrex cinerea,gallicrex_cinerea.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Gallicrex_cinerea_-Basai_Wetlands%2C_near_Gurgaon%2C_Haryana%2C_India-8.jpg/220px-Gallicrex_cinerea_-Basai_Wetlands%2C_near_Gurgaon%2C_Haryana%2C_India-8.jpg,images/gallicrex_cinerea,japan,,,false,Watercock
Wedge-tailed shearwater,Least Concern,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus pacificus,,Puffinus pacificus,puffinus_pacificus.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Wedge_tailed_shearwater2.jpg/250px-Wedge_tailed_shearwater2.jpg,images/puffinus_pacificus,kenya|madagascar|seychelles|japan,,nocturnal,false,Wedge-tailed_Shearwater
Heuglin's gull,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus heuglini,,Larus heuglini,larus_heuglini.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Heuglis_Gull-Arpit.JPG/220px-Heuglis_Gull-Arpit.JPG,images/larus_heuglini,south africa|seychelles,,,false,West_Siberian_Gull
Western sandpiper,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris mauri,,Calidris mauri,calidris_mauri.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Western_Sandpiper.jpg/240px-Western_Sandpiper.jpg,images/calidris_mauri,,,,false,Western_Sandpiper
Western yellow wagtail,Least Concern,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla flava,,Motacilla flava,motacilla_flava.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Yellow_wagtail.jpg/240px-Yellow_wagtail.jpg,images/motacilla_flava,uganda|kenya|sudan|cameroon|nigeria|gambia|tunisia|algeria|morocco|mali|chad|western sahara,,,false,Western_Yellow_Wagtail
Whimbrel,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius phaeopus,,Numenius phaeopus,numenius_phaeopus.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Whimbrel_Numenius_phaeopus.jpg/220px-Whimbrel_Numenius_phaeopus.jpg,images/numenius_phaeopus,cameroon|south africa,,,false,Whimbrel
Whiskered auklet,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Aethia,Aethia pygmaea,,Aethia pygmaea,aethia_pygmaea.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Whiskered_Auklet351.jpg/220px-Whiskered_Auklet351.jpg,images/aethia_pygmaea,,,,false,Whiskered_Auklet
Whiskered tern,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Sternidae,Chlidonias,Chlidonias hybridus,,Chlidonias hybridus,chlidonias_hybridus.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Chlidonias_hybrida_2_%28Marek_Szczepanek%29.jpg/220px-Chlidonias_hybrida_2_%28Marek_Szczepanek%29.jpg,images/chlidonias_hybridus,cameroon|south africa|western sahara,,,false,Whiskered_Tern
Whiskered bat,Least Concern,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis mystacinus,,Myotis mystacinus,myotis_mystacinus.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Myotis_mystacinus.jpg/200px-Myotis_mystacinus.jpg,images/myotis_mystacinus,,,,false,Whiskered_bat
Scaly thrush,Least Concern,Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera,Zoothera dauma,,Zoothera dauma,zoothera_dauma.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Zoothera_dauma_-_Ang_Khang.jpg/240px-Zoothera_dauma_-_Ang_Khang.jpg,images/zoothera_dauma,japan,,,true,White%27s_Thrush
White-backed woodpecker,Least Concern,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos leucotos,,Dendrocopos leucotos,dendrocopos_leucotos.html,//upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Dendrocopos_leucotos_2.jpg/220px-Dendrocopos_leucotos_2.jpg,images/dendrocopos_leucotos,japan,,,false,White-backed_Woodpecker
White-bellied woodpecker,Least Concern,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,Dryocopus javensis,,Dryocopus javensis,dryocopus_javensis.html,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/WhiteBelliedWoodpecker.JPG/220px-WhiteBelliedWoodpecker.JPG,images/dryocopus_javensis,,,,false,White-bellied_Black_Woodpecker
Yellow-billed loon,Near Threatened,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia adamsii,,Gavia adamsii,gavia_adamsii.html,//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Gavia_adamsii.jpg/220px-Gavia_adamsii.jpg,images/gavia_adamsii,japan,,,false,White-billed_Diver
White-breasted waterhen,Least Concern,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus,,Amaurornis phoenicurus,amaurornis_phoenicurus.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/67/White-breasted_Waterhen_%28Amaurornis_phoenicurus%29.jpg/220px-White-breasted_Waterhen_%28Amaurornis_phoenicurus%29.jpg,images/amaurornis_phoenicurus,japan,,,false,White-breasted_Waterhen
White-breasted woodswallow,Least Concern,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus leucorynchus,,Artamus leucorynchus,artamus_leucorynchus.html,//upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Artamus_leucorynchus_-_Wonga.jpg/220px-Artamus_leucorynchus_-_Wonga.jpg,images/artamus_leucorynchus,guinea,,,false,White-breasted_Woodswallow
Black noddy,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Sternidae,Anous,Anous minutus,,Anous minutus,anous_minutus.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Anous_minutus_by_Gregg_Yan_02.jpg/250px-Anous_minutus_by_Gregg_Yan_02.jpg,images/anous_minutus,south africa,,,false,White-capped_Noddy
Collared kingfisher,Least Concern,Animalia,Chordata,Aves,Coraciiformes,Halcyonidae,Todiramphus,Todiramphus chloris,,Todiramphus chloris,todiramphus_chloris.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Todiramphus_chloris_2_-_Laem_Phak_Bia.jpg/240px-Todiramphus_chloris_2_-_Laem_Phak_Bia.jpg,images/todiramphus_chloris,somalia|sudan|guinea|eritrea,,,false,White-collared_Kingfisher
White-crowned sparrow,Least Concern,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,Zonotrichia leucophrys,,Zonotrichia leucophrys,zonotrichia_leucophrys.html,//upload.wikimedia.org/wikipedia/commons/thumb/9/92/White-crowned-Sparrow.jpg/220px-White-crowned-Sparrow.jpg,images/zonotrichia_leucophrys,,,,false,White-crowned_Sparrow
Greater white-fronted goose,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser albifrons,,Anser albifrons,anser_albifrons.html,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/White-fronted.goose.750pix.jpg/220px-White-fronted.goose.750pix.jpg,images/anser_albifrons,japan,,,false,White-fronted_Goose
White-naped crane,Vulnerable,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus vipio,,Grus vipio,grus_vipio.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Grus_vipio_-Kyushu%2C_Japan-8.jpg/220px-Grus_vipio_-Kyushu%2C_Japan-8.jpg,images/grus_vipio,japan,,,false,White-naped_Crane
White-necked petrel,Vulnerable,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma cervicalis,,Pterodroma cervicalis,pterodroma_cervicalis.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Pterodroma_cervicalis_-_SE_Tasmania.jpg/220px-Pterodroma_cervicalis_-_SE_Tasmania.jpg,images/pterodroma_cervicalis,,,,false,White-necked_Petrel
White-rumped munia,Least Concern,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,Lonchura striata,,Lonchura striata,lonchura_striata.html,//upload.wikimedia.org/wikipedia/commons/thumb/1/11/White-rumped_munia_01762g.jpg/240px-White-rumped_munia_01762g.jpg,images/lonchura_striata,japan,,,true,White-rumped_Munia
White-tailed eagle,Least Concern,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Haliaeetus,Haliaeetus albicilla,,Haliaeetus albicilla,haliaeetus_albicilla.html,//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Haliaeetus_albicilla_-captive-8a.jpg/220px-Haliaeetus_albicilla_-captive-8a.jpg,images/haliaeetus_albicilla,guinea|madagascar,,,false,White-tailed_Sea-eagle
White-tailed tropicbird,Least Concern,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Phaethon lepturus,,Phaethon lepturus,phaethon_lepturus.html,//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/White-tailed_Tropicbird_-_Phaeton_lepturus.jpg/240px-White-tailed_Tropicbird_-_Phaeton_lepturus.jpg,images/phaethon_lepturus,,,,false,White-tailed_Tropicbird
White-throated needletail,Least Concern,Animalia,Chordata,Aves,Apodiformes,Apodidae,Hirundapus,Hirundapus caudacutus,,Hirundapus caudacutus,hirundapus_caudacutus.html,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/White-throated_Needletail_09a.jpg/220px-White-throated_Needletail_09a.jpg,images/hirundapus_caudacutus,,,,false,White-throated_Needletail
White-throated rock thrush,Least Concern,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Monticola,Monticola gularis,,Monticola gularis,monticola_gularis.html,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Monticola_gularis_male_non-breeding_-_Khao_Yai.jpg/220px-Monticola_gularis_male_non-breeding_-_Khao_Yai.jpg,images/monticola_gularis,japan,,,false,White-throated_Rock_Thrush
White-winged tern,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Sternidae,Chlidonias,Chlidonias leucopterus,,Chlidonias leucopterus,chlidonias_leucopterus.html,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Chlidonias_leucopterus_Mai_Po.jpg/220px-Chlidonias_leucopterus_Mai_Po.jpg,images/chlidonias_leucopterus,uganda|cameroon|niger,,,false,White-winged_Black_Tern
Two-barred crossbill,Least Concern,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia leucoptera,,Loxia leucoptera,loxia_leucoptera.html,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Whitewingedcrossbillmale09.jpg/220px-Whitewingedcrossbillmale09.jpg,images/loxia_leucoptera,,,,false,White-winged_Crossbill
White stork,Least Concern,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,,Ciconia ciconia,ciconia_ciconia.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Ciconia_ciconia_-Mscichy%2C_Grajewo_County%2C_Poland-8.jpg/220px-Ciconia_ciconia_-Mscichy%2C_Grajewo_County%2C_Poland-8.jpg,images/ciconia_ciconia,uganda|kenya|sudan|cameroon|nigeria|south africa|egypt|chad|western sahara,,,false,White_Stork
White tern,Least Concern,Animalia,Chordata,Aves,Charadriiformes,Sternidae,Gygis,Gygis alba,,Gygis alba,gygis_alba.html,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/White_tern_with_fish.jpg/250px-White_tern_with_fish.jpg,images/gygis_alba,,,,false,White_Tern
White wagtail,Least Concern,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla alba,,Motacilla alba,motacilla_alba.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/White-Wagtail.jpg/300px-White-Wagtail.jpg,images/motacilla_alba,kenya|cameroon|malawi|morocco|western sahara|japan,,,false,White_Wagtail
Whooper swan,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus cygnus,,Cygnus cygnus,cygnus_cygnus.html,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Singschwan.jpg/250px-Singschwan.jpg,images/cygnus_cygnus,japan,,,false,Whooper_Swan
